	tax_family	mouse_id	rel_abund_diff_d3-d15
113	 f__Akkermansiaceae	CDD02.CR.HFLF.4	-0.00893982120357593
114	 f__Akkermansiaceae	CDD02.CR.HFLF.5	-0.031469357611417614
115	 f__Akkermansiaceae	CDD02.CR.LFHF.1	-0.04266991904659312
116	 f__Akkermansiaceae	CDD02.CR.LFHF.2	0.09686522900386221
117	 f__Akkermansiaceae	CDD02.CR.LFHF.3	0.17192600596163404
118	 f__Akkermansiaceae	CDD02.CR.LFHF.4	-0.0006009791433434857
119	 f__Akkermansiaceae	CDD02.CR.LFHF.5	0.15455388157816885
120	 f__Akkermansiaceae	CDD02.CR.LFLF.1	-0.003110178608635977
121	 f__Akkermansiaceae	CDD02.CR.LFLF.2	-0.0007501275216786853
122	 f__Akkermansiaceae	CDD02.CR.LFLF.3	-0.0006900272972897937
123	 f__Akkermansiaceae	CDD02.CR.LFLF.4	-0.09406997569343722
124	 f__Akkermansiaceae	CDD02.CR.LFLF.5	-0.06315593208468084
125	 f__Akkermansiaceae	CDD02.Tc.Chow.1	0.003843303898327309
126	 f__Akkermansiaceae	CDD02.Tc.Chow.2	0.0007625554186743834
127	 f__Akkermansiaceae	CDD02.Tc.Chow.3	0.0
128	 f__Akkermansiaceae	CDD02.Tc.Chow.4	0.0016335178454805956
129	 f__Akkermansiaceae	CDD02.Tc.Chow.5	0.08636977008833994
130	 f__Akkermansiaceae	CDD02.Tc.HFHF.1	0.0
131	 f__Akkermansiaceae	CDD02.Tc.HFHF.2	-0.00023984484880010406
132	 f__Akkermansiaceae	CDD02.Tc.HFHF.3	-0.01390921334024498
133	 f__Akkermansiaceae	CDD02.Tc.HFHF.4	0.03843562134808361
134	 f__Akkermansiaceae	CDD02.Tc.HFHF.5	0.27801517813857973
135	 f__Akkermansiaceae	CDD02.Tc.HFLF.1	-0.0017900716028641146
136	 f__Akkermansiaceae	CDD02.Tc.HFLF.2	-0.005940118802376048
137	 f__Akkermansiaceae	CDD02.Tc.HFLF.3	-0.00032999670003299966
138	 f__Akkermansiaceae	CDD02.Tc.HFLF.4	-0.005849534740247273
139	 f__Akkermansiaceae	CDD02.Tc.HFLF.5	-0.008420421021051052
140	 f__Akkermansiaceae	CDD02.Tc.LFHF.1	0.09953429995783017
141	 f__Akkermansiaceae	CDD02.Tc.LFHF.2	-0.06504
142	 f__Akkermansiaceae	CDD02.Tc.LFHF.3	0.1814905870305067
143	 f__Akkermansiaceae	CDD02.Tc.LFHF.4	0.17929862642795957
144	 f__Akkermansiaceae	CDD02.Tc.LFHF.5	0.03803502511613406
145	 f__Akkermansiaceae	CDD02.Tc.LFLF.1	-0.005801732101317402
146	 f__Akkermansiaceae	CDD02.Tc.LFLF.2	-0.005460163804914147
147	 f__Akkermansiaceae	CDD02.Tc.LFLF.3	-0.0036100361003610034
148	 f__Akkermansiaceae	CDD02.Tc.LFLF.4	-0.007190143802876058
149	 f__Akkermansiaceae	CDD02.Tc.LFLF.5	-0.002670294732510584
150	 f__Alicyclobacillaceae	CDD02.CR.Chow.1	0.0
151	 f__Alicyclobacillaceae	CDD02.CR.Chow.2	0.0
152	 f__Alicyclobacillaceae	CDD02.CR.Chow.3	0.0
153	 f__Alicyclobacillaceae	CDD02.CR.Chow.4	0.0
154	 f__Alicyclobacillaceae	CDD02.CR.Chow.5	0.0
155	 f__Alicyclobacillaceae	CDD02.CR.HFHF.1	0.0
156	 f__Alicyclobacillaceae	CDD02.CR.HFHF.2	0.0
157	 f__Alicyclobacillaceae	CDD02.CR.HFHF.3	0.0
158	 f__Alicyclobacillaceae	CDD02.CR.HFHF.4	0.0
159	 f__Alicyclobacillaceae	CDD02.CR.HFHF.5	0.0
160	 f__Alicyclobacillaceae	CDD02.CR.HFLF.1	0.0
161	 f__Alicyclobacillaceae	CDD02.CR.HFLF.2	0.0
162	 f__Alicyclobacillaceae	CDD02.CR.HFLF.3	0.0
163	 f__Alicyclobacillaceae	CDD02.CR.HFLF.4	0.0
164	 f__Alicyclobacillaceae	CDD02.CR.HFLF.5	0.0
165	 f__Alicyclobacillaceae	CDD02.CR.LFHF.1	0.0
166	 f__Alicyclobacillaceae	CDD02.CR.LFHF.2	0.0
167	 f__Alicyclobacillaceae	CDD02.CR.LFHF.3	0.0
168	 f__Alicyclobacillaceae	CDD02.CR.LFHF.4	0.0
169	 f__Alicyclobacillaceae	CDD02.CR.LFHF.5	0.0
170	 f__Alicyclobacillaceae	CDD02.CR.LFLF.1	0.0
171	 f__Alicyclobacillaceae	CDD02.CR.LFLF.2	0.0
172	 f__Alicyclobacillaceae	CDD02.CR.LFLF.3	0.0
173	 f__Alicyclobacillaceae	CDD02.CR.LFLF.4	0.0
174	 f__Alicyclobacillaceae	CDD02.CR.LFLF.5	0.0
175	 f__Alicyclobacillaceae	CDD02.Tc.Chow.1	7.140161367646909e-05
176	 f__Alicyclobacillaceae	CDD02.Tc.Chow.2	0.0
177	 f__Alicyclobacillaceae	CDD02.Tc.Chow.3	0.0
178	 f__Alicyclobacillaceae	CDD02.Tc.Chow.4	0.0
179	 f__Alicyclobacillaceae	CDD02.Tc.Chow.5	0.0
180	 f__Alicyclobacillaceae	CDD02.Tc.HFHF.1	0.0
181	 f__Alicyclobacillaceae	CDD02.Tc.HFHF.2	0.0
182	 f__Alicyclobacillaceae	CDD02.Tc.HFHF.3	0.0
183	 f__Alicyclobacillaceae	CDD02.Tc.HFHF.4	0.0
184	 f__Alicyclobacillaceae	CDD02.Tc.HFHF.5	0.0
185	 f__Alicyclobacillaceae	CDD02.Tc.HFLF.1	0.0
186	 f__Alicyclobacillaceae	CDD02.Tc.HFLF.2	0.0
187	 f__Alicyclobacillaceae	CDD02.Tc.HFLF.3	0.0
188	 f__Alicyclobacillaceae	CDD02.Tc.HFLF.4	0.0
189	 f__Alicyclobacillaceae	CDD02.Tc.HFLF.5	0.0
190	 f__Alicyclobacillaceae	CDD02.Tc.LFHF.1	0.0
191	 f__Alicyclobacillaceae	CDD02.Tc.LFHF.2	0.0
192	 f__Alicyclobacillaceae	CDD02.Tc.LFHF.3	0.0
193	 f__Alicyclobacillaceae	CDD02.Tc.LFHF.4	5.076502898683155e-05
194	 f__Alicyclobacillaceae	CDD02.Tc.LFHF.5	0.0
195	 f__Alicyclobacillaceae	CDD02.Tc.LFLF.1	0.0
196	 f__Alicyclobacillaceae	CDD02.Tc.LFLF.2	0.0
197	 f__Alicyclobacillaceae	CDD02.Tc.LFLF.3	0.0
198	 f__Alicyclobacillaceae	CDD02.Tc.LFLF.4	0.0
199	 f__Alicyclobacillaceae	CDD02.Tc.LFLF.5	0.0
200	 f__Anaerofustaceae	CDD02.CR.Chow.1	0.0
201	 f__Anaerofustaceae	CDD02.CR.Chow.2	0.0
202	 f__Anaerofustaceae	CDD02.CR.Chow.3	0.0
203	 f__Anaerofustaceae	CDD02.CR.Chow.4	0.0
204	 f__Anaerofustaceae	CDD02.CR.Chow.5	0.0
205	 f__Anaerofustaceae	CDD02.CR.HFHF.1	0.0
206	 f__Anaerofustaceae	CDD02.CR.HFHF.2	0.0
207	 f__Anaerofustaceae	CDD02.CR.HFHF.3	0.0
208	 f__Anaerofustaceae	CDD02.CR.HFHF.4	0.0
209	 f__Anaerofustaceae	CDD02.CR.HFHF.5	0.0
210	 f__Anaerofustaceae	CDD02.CR.HFLF.1	0.0
211	 f__Anaerofustaceae	CDD02.CR.HFLF.2	0.0
212	 f__Anaerofustaceae	CDD02.CR.HFLF.3	0.0
213	 f__Anaerofustaceae	CDD02.CR.HFLF.4	0.0
214	 f__Anaerofustaceae	CDD02.CR.HFLF.5	0.0
215	 f__Anaerofustaceae	CDD02.CR.LFHF.1	0.0
216	 f__Anaerofustaceae	CDD02.CR.LFHF.2	0.0
217	 f__Anaerofustaceae	CDD02.CR.LFHF.3	0.0
218	 f__Anaerofustaceae	CDD02.CR.LFHF.4	0.0
219	 f__Anaerofustaceae	CDD02.CR.LFHF.5	0.0
220	 f__Anaerofustaceae	CDD02.CR.LFLF.1	0.0
221	 f__Anaerofustaceae	CDD02.CR.LFLF.2	0.0
222	 f__Anaerofustaceae	CDD02.CR.LFLF.3	0.0
223	 f__Anaerofustaceae	CDD02.CR.LFLF.4	0.0
224	 f__Anaerofustaceae	CDD02.CR.LFLF.5	0.0
225	 f__Anaerofustaceae	CDD02.Tc.Chow.1	-0.0002699946001079978
226	 f__Anaerofustaceae	CDD02.Tc.Chow.2	0.0
227	 f__Anaerofustaceae	CDD02.Tc.Chow.3	0.0
228	 f__Anaerofustaceae	CDD02.Tc.Chow.4	-0.00023002990388750537
229	 f__Anaerofustaceae	CDD02.Tc.Chow.5	0.0
230	 f__Anaerofustaceae	CDD02.Tc.HFHF.1	0.0
231	 f__Anaerofustaceae	CDD02.Tc.HFHF.2	-0.0001
232	 f__Anaerofustaceae	CDD02.Tc.HFHF.3	-0.00014999250037498125
233	 f__Anaerofustaceae	CDD02.Tc.HFHF.4	-0.00023005521325118028
234	 f__Anaerofustaceae	CDD02.Tc.HFHF.5	-0.00014001400140014
235	 f__Anaerofustaceae	CDD02.Tc.HFLF.1	-0.00021000840033601344
236	 f__Anaerofustaceae	CDD02.Tc.HFLF.2	0.0
237	 f__Anaerofustaceae	CDD02.Tc.HFLF.3	-0.00010999890001099989
238	 f__Anaerofustaceae	CDD02.Tc.HFLF.4	-9.000630044103088e-05
239	 f__Anaerofustaceae	CDD02.Tc.HFLF.5	-0.0003800190009500475
240	 f__Anaerofustaceae	CDD02.Tc.LFHF.1	0.0
241	 f__Anaerofustaceae	CDD02.Tc.LFHF.2	0.0
242	 f__Anaerofustaceae	CDD02.Tc.LFHF.3	-5.00010000200004e-05
243	 f__Anaerofustaceae	CDD02.Tc.LFHF.4	0.0
244	 f__Anaerofustaceae	CDD02.Tc.LFHF.5	0.0
245	 f__Anaerofustaceae	CDD02.Tc.LFLF.1	0.0
246	 f__Anaerofustaceae	CDD02.Tc.LFLF.2	-0.0001400042001260038
247	 f__Anaerofustaceae	CDD02.Tc.LFLF.3	0.0
248	 f__Anaerofustaceae	CDD02.Tc.LFLF.4	-0.00013000260005200103
249	 f__Anaerofustaceae	CDD02.Tc.LFLF.5	0.0
250	 f__Anaerovoracaceae	CDD02.CR.Chow.1	-0.000709916268079808
251	 f__Anaerovoracaceae	CDD02.CR.Chow.2	0.0029699799995999915
252	 f__Anaerovoracaceae	CDD02.CR.Chow.3	0.0027237202745284254
253	 f__Anaerovoracaceae	CDD02.CR.Chow.4	0.0010799999999999998
254	 f__Anaerovoracaceae	CDD02.CR.Chow.5	0.005779938161605321
255	 f__Anaerovoracaceae	CDD02.CR.HFHF.1	-0.0009701649280377663
256	 f__Anaerovoracaceae	CDD02.CR.HFHF.2	-0.0010600530026501325
257	 f__Anaerovoracaceae	CDD02.CR.HFHF.3	-0.0015502170303842537
258	 f__Anaerovoracaceae	CDD02.CR.HFHF.4	-0.00232
259	 f__Anaerovoracaceae	CDD02.CR.HFHF.5	-0.002070062101863056
260	 f__Anaerovoracaceae	CDD02.CR.HFLF.1	-0.0021405565447016224
261	 f__Anaerovoracaceae	CDD02.CR.HFLF.2	-0.001149988500114999
262	 f__Anaerovoracaceae	CDD02.CR.HFLF.3	-0.0013200396011880356
263	 f__Anaerovoracaceae	CDD02.CR.HFLF.4	-0.001109977800443991
264	 f__Anaerovoracaceae	CDD02.CR.HFLF.5	-0.001119977600447991
265	 f__Anaerovoracaceae	CDD02.CR.LFHF.1	-0.0020300406008120163
266	 f__Anaerovoracaceae	CDD02.CR.LFHF.2	-0.0007199784006479805
267	 f__Anaerovoracaceae	CDD02.CR.LFHF.3	-0.0012199390030498474
268	 f__Anaerovoracaceae	CDD02.CR.LFHF.4	-0.0034908378010722572
269	 f__Anaerovoracaceae	CDD02.CR.LFHF.5	-0.0011401710256538481
270	 f__Anaerovoracaceae	CDD02.CR.LFLF.1	-0.0011500690041402486
271	 f__Anaerovoracaceae	CDD02.CR.LFLF.2	-0.001870317954052189
272	 f__Anaerovoracaceae	CDD02.CR.LFLF.3	-0.0022901603112217856
273	 f__Anaerovoracaceae	CDD02.CR.LFLF.4	-0.0021999999999999997
274	 f__Anaerovoracaceae	CDD02.CR.LFLF.5	-0.001310288263417952
275	 f__Anaerovoracaceae	CDD02.Tc.Chow.1	-0.003469930601387972
276	 f__Anaerovoracaceae	CDD02.Tc.Chow.2	-0.0007099787006389809
277	 f__Anaerovoracaceae	CDD02.Tc.Chow.3	0.0
278	 f__Anaerovoracaceae	CDD02.Tc.Chow.4	-0.0029703861501995258
279	 f__Anaerovoracaceae	CDD02.Tc.Chow.5	-0.0027702770277027704
280	 f__Anaerovoracaceae	CDD02.Tc.HFHF.1	0.0
281	 f__Anaerovoracaceae	CDD02.Tc.HFHF.2	-0.00338
282	 f__Anaerovoracaceae	CDD02.Tc.HFHF.3	-0.0018499075046247686
283	 f__Anaerovoracaceae	CDD02.Tc.HFHF.4	-0.0013803312795070818
284	 f__Anaerovoracaceae	CDD02.Tc.HFHF.5	-0.0032403240324032404
285	 f__Anaerovoracaceae	CDD02.Tc.HFLF.1	-0.0013700548021920878
286	 f__Anaerovoracaceae	CDD02.Tc.HFLF.2	-0.0021000420008400167
287	 f__Anaerovoracaceae	CDD02.Tc.HFLF.3	-0.003309966900330997
288	 f__Anaerovoracaceae	CDD02.Tc.HFLF.4	-0.001210084705929415
289	 f__Anaerovoracaceae	CDD02.Tc.HFLF.5	-0.0022301115055752786
290	 f__Anaerovoracaceae	CDD02.Tc.LFHF.1	-0.0014305436065704968
291	 f__Anaerovoracaceae	CDD02.Tc.LFHF.2	-0.00215
292	 f__Anaerovoracaceae	CDD02.Tc.LFHF.3	-0.0016900338006760134
293	 f__Anaerovoracaceae	CDD02.Tc.LFHF.4	-0.0014601168093447475
294	 f__Anaerovoracaceae	CDD02.Tc.LFHF.5	-0.0013700274005480108
295	 f__Anaerovoracaceae	CDD02.Tc.LFLF.1	-0.0022006381850736712
296	 f__Anaerovoracaceae	CDD02.Tc.LFLF.2	-0.0015000450013500405
297	 f__Anaerovoracaceae	CDD02.Tc.LFLF.3	-0.0012100121001210012
298	 f__Anaerovoracaceae	CDD02.Tc.LFLF.4	-0.0026900538010760215
299	 f__Anaerovoracaceae	CDD02.Tc.LFLF.5	-0.0002500275030253328
300	 f__Atopobiaceae	CDD02.CR.Chow.1	0.0
301	 f__Atopobiaceae	CDD02.CR.Chow.2	0.0
302	 f__Atopobiaceae	CDD02.CR.Chow.3	0.00012105682609178124
303	 f__Atopobiaceae	CDD02.CR.Chow.4	0.0
304	 f__Atopobiaceae	CDD02.CR.Chow.5	0.0
305	 f__Atopobiaceae	CDD02.CR.HFHF.1	0.0
306	 f__Atopobiaceae	CDD02.CR.HFHF.2	0.0
307	 f__Atopobiaceae	CDD02.CR.HFHF.3	0.0
308	 f__Atopobiaceae	CDD02.CR.HFHF.4	0.0
309	 f__Atopobiaceae	CDD02.CR.HFHF.5	0.0
310	 f__Atopobiaceae	CDD02.CR.HFLF.1	0.0
311	 f__Atopobiaceae	CDD02.CR.HFLF.2	0.0
312	 f__Atopobiaceae	CDD02.CR.HFLF.3	0.0
313	 f__Atopobiaceae	CDD02.CR.HFLF.4	0.0
314	 f__Atopobiaceae	CDD02.CR.HFLF.5	0.0
315	 f__Atopobiaceae	CDD02.CR.LFHF.1	0.0
316	 f__Atopobiaceae	CDD02.CR.LFHF.2	0.0
317	 f__Atopobiaceae	CDD02.CR.LFHF.3	0.0
318	 f__Atopobiaceae	CDD02.CR.LFHF.4	0.0
319	 f__Atopobiaceae	CDD02.CR.LFHF.5	0.0
320	 f__Atopobiaceae	CDD02.CR.LFLF.1	0.0
321	 f__Atopobiaceae	CDD02.CR.LFLF.2	0.0
322	 f__Atopobiaceae	CDD02.CR.LFLF.3	0.0
323	 f__Atopobiaceae	CDD02.CR.LFLF.4	0.0
324	 f__Atopobiaceae	CDD02.CR.LFLF.5	0.0
325	 f__Atopobiaceae	CDD02.Tc.Chow.1	0.0
326	 f__Atopobiaceae	CDD02.Tc.Chow.2	0.0
327	 f__Atopobiaceae	CDD02.Tc.Chow.3	0.0
328	 f__Atopobiaceae	CDD02.Tc.Chow.4	0.0
329	 f__Atopobiaceae	CDD02.Tc.Chow.5	0.0
330	 f__Atopobiaceae	CDD02.Tc.HFHF.1	0.0
331	 f__Atopobiaceae	CDD02.Tc.HFHF.2	0.0
332	 f__Atopobiaceae	CDD02.Tc.HFHF.3	0.0
333	 f__Atopobiaceae	CDD02.Tc.HFHF.4	0.0
334	 f__Atopobiaceae	CDD02.Tc.HFHF.5	0.0
335	 f__Atopobiaceae	CDD02.Tc.HFLF.1	0.0
336	 f__Atopobiaceae	CDD02.Tc.HFLF.2	0.0
337	 f__Atopobiaceae	CDD02.Tc.HFLF.3	0.0
338	 f__Atopobiaceae	CDD02.Tc.HFLF.4	0.0
339	 f__Atopobiaceae	CDD02.Tc.HFLF.5	0.0
340	 f__Atopobiaceae	CDD02.Tc.LFHF.1	0.0
341	 f__Atopobiaceae	CDD02.Tc.LFHF.2	0.0
342	 f__Atopobiaceae	CDD02.Tc.LFHF.3	0.0
343	 f__Atopobiaceae	CDD02.Tc.LFHF.4	0.0
344	 f__Atopobiaceae	CDD02.Tc.LFHF.5	0.0
345	 f__Atopobiaceae	CDD02.Tc.LFLF.1	0.0
346	 f__Atopobiaceae	CDD02.Tc.LFLF.2	0.0
347	 f__Atopobiaceae	CDD02.Tc.LFLF.3	0.0
348	 f__Atopobiaceae	CDD02.Tc.LFLF.4	0.0
349	 f__Atopobiaceae	CDD02.Tc.LFLF.5	0.0
350	 f__Bacillaceae	CDD02.CR.Chow.1	0.0
351	 f__Bacillaceae	CDD02.CR.Chow.2	0.0
352	 f__Bacillaceae	CDD02.CR.Chow.3	0.0
353	 f__Bacillaceae	CDD02.CR.Chow.4	0.0
354	 f__Bacillaceae	CDD02.CR.Chow.5	0.0
355	 f__Bacillaceae	CDD02.CR.HFHF.1	0.0
356	 f__Bacillaceae	CDD02.CR.HFHF.2	0.0
357	 f__Bacillaceae	CDD02.CR.HFHF.3	0.0
358	 f__Bacillaceae	CDD02.CR.HFHF.4	0.0
359	 f__Bacillaceae	CDD02.CR.HFHF.5	0.0
360	 f__Bacillaceae	CDD02.CR.HFLF.1	0.0
361	 f__Bacillaceae	CDD02.CR.HFLF.2	0.0
362	 f__Bacillaceae	CDD02.CR.HFLF.3	0.0
363	 f__Bacillaceae	CDD02.CR.HFLF.4	0.0
364	 f__Bacillaceae	CDD02.CR.HFLF.5	0.0
365	 f__Bacillaceae	CDD02.CR.LFHF.1	0.0
366	 f__Bacillaceae	CDD02.CR.LFHF.2	0.0
367	 f__Bacillaceae	CDD02.CR.LFHF.3	0.0
368	 f__Bacillaceae	CDD02.CR.LFHF.4	0.0
369	 f__Bacillaceae	CDD02.CR.LFHF.5	0.0
370	 f__Bacillaceae	CDD02.CR.LFLF.1	0.0
371	 f__Bacillaceae	CDD02.CR.LFLF.2	0.0
372	 f__Bacillaceae	CDD02.CR.LFLF.3	0.0
373	 f__Bacillaceae	CDD02.CR.LFLF.4	0.0
374	 f__Bacillaceae	CDD02.CR.LFLF.5	0.0
375	 f__Bacillaceae	CDD02.Tc.Chow.1	0.0
376	 f__Bacillaceae	CDD02.Tc.Chow.2	0.0
377	 f__Bacillaceae	CDD02.Tc.Chow.3	0.0
378	 f__Bacillaceae	CDD02.Tc.Chow.4	0.0
379	 f__Bacillaceae	CDD02.Tc.Chow.5	0.0
380	 f__Bacillaceae	CDD02.Tc.HFHF.1	0.0
381	 f__Bacillaceae	CDD02.Tc.HFHF.2	0.0
